company,industry_code,country,region,industry
Dynatronics Corp,10,United States,North America,Healthcare
Dynamics Research Corp,6,United States,North America,Business Equipment & Software
Cobra Electronics Corp,6,United States,North America,Business Equipment & Software
Acterna Corp,6,United States,North America,Business Equipment & Software
ECI Telecom Ltd,6,Israel,Other,Business Equipment & Software
EECO Inc,6,United States,North America,Business Equipment & Software
PerkinElmer Inc.,6,United States,North America,Business Equipment & Software
EIP Microwave Inc,6,United States,North America,Business Equipment & Software
Supreme Industries Inc.,3,United States,North America,Manufacturing
E-Systems Inc,6,United States,North America,Business Equipment & Software
E-Z-EM Inc,10,United States,North America,Healthcare
Eagle Telephonics Inc,6,United States,North America,Business Equipment & Software
Earth Sciences Inc,5,United States,North America,Chemicals
Eastern Co (The),3,United States,North America,Manufacturing
EastGroup Properties Inc.,11,United States,North America,Finance
Eastman Kodak Co,6,United States,North America,Business Equipment & Software
Eaton Corp Plc,3,Ireland,Europe,Manufacturing
Eaton Vance Corp.,11,United States,North America,Finance
Echlin Inc,2,United States,North America,Consumer Durables
Echo Bay Mines Ltd,12,Canada,North America,Other
Ecolab Inc.,5,United States,North America,Chemicals
EDO Corp,6,United States,North America,Business Equipment & Software
ECC International Corp.,6,United States,North America,Business Equipment & Software
Elan Corp PLC,10,Ireland,Europe,Healthcare
ELBIT Ltd,6,Israel,Other,Business Equipment & Software
Elco Industries Inc,3,United States,North America,Manufacturing
ElkCorp,4,United States,North America,Energy
Eldon Industries Inc,3,United States,North America,Manufacturing
Electro Biology Inc,10,United States,North America,Healthcare
Electro Scientific Industries Inc,6,United States,North America,Business Equipment & Software
Electro-Sensors Inc,6,United States,North America,Business Equipment & Software
Electrohome Ltd,3,Canada,North America,Manufacturing
EMS Technologies Inc,6,United States,North America,Business Equipment & Software
Electromedics Inc,10,United States,North America,Healthcare
Electronic Control Systems Inc,3,United States,North America,Manufacturing
Electrospace Systems Inc,6,United States,North America,Business Equipment & Software
Elgin National Industries Inc,3,United States,North America,Manufacturing
Elixir Industries,3,United States,North America,Manufacturing
Elron Electronic Industries Ltd,11,Israel,Other,Finance
Elscint Ltd,12,Israel,Other,Other
Emco Ltd,9,Canada,North America,Wholesale & Retail
Emerson Electric Co.,6,United States,North America,Business Equipment & Software
Emerson Radio Corp,2,United States,North America,Consumer Durables
Empi Inc,10,United States,North America,Healthcare
Empire of Carolina Inc,1,United States,North America,Consumer Non-Durables
Emulex Corp.,6,United States,North America,Business Equipment & Software
SORL Auto Parts Inc,2,China,Asia Pacific,Consumer Durables
Cellex Biosciences Inc,6,United States,North America,Business Equipment & Software
Enerco Inc,3,United States,North America,Manufacturing
Energen Corp.,8,United States,North America,Utilities
Energy Conversion Devices Inc,6,United States,North America,Business Equipment & Software
Weatherford International plc,4,Switzerland,Europe,Energy
Engelhard Corp,5,United States,North America,Chemicals
Engineered Support Systems Inc,3,United States,North America,Manufacturing
Engineering Measurements Co,6,United States,North America,Business Equipment & Software
Enertech Inc,9,United States,North America,Wholesale & Retail
Atmos Energy Corp,8,United States,North America,Utilities
Entron Inc,6,United States,North America,Business Equipment & Software
Enzon Pharmaceuticals Inc,10,United States,North America,Healthcare
Vikase Cos Inc.,3,United States,North America,Manufacturing
Environment-One Corp,3,United States,North America,Manufacturing
Environmental Tectonics Corp,6,United States,North America,Business Equipment & Software
Enzo Biochem Inc.,10,United States,North America,Healthcare
Epsco Inc,6,United States,North America,Business Equipment & Software
Equifax Inc.,12,United States,North America,Other
Equipment Company of America,3,United States,North America,Manufacturing
Telefonaktiebolaget LM Ericsson,6,Sweden,Europe,Business Equipment & Software
Escalade Inc,1,United States,North America,Consumer Non-Durables
Espey Manufacturing & Electronics Corp.,6,United States,North America,Business Equipment & Software
Esprit Systems Inc,6,United States,North America,Business Equipment & Software
Esquire Inc,1,United States,North America,Consumer Non-Durables
Essex Chemical Corp,5,United States,North America,Chemicals
Essex Corp,12,United States,North America,Other
Esterline Technologies Corp.,6,United States,North America,Business Equipment & Software
NewMarket Corp,5,United States,North America,Chemicals
Evans & Sutherland Computer Corp,6,United States,North America,Business Equipment & Software
Everest & Jennings International Ltd,10,United States,North America,Healthcare
Exar Corp,6,United States,North America,Business Equipment & Software
Convera Corp,6,United States,North America,Business Equipment & Software
Excel Industries Inc,2,United States,North America,Consumer Durables
DMC Global Inc,3,United States,North America,Manufacturing
Exxon Mobil Corp,4,United States,North America,Energy
Rio Hotel & Casino Inc,12,United States,North America,Other
Fafco Inc,3,United States,North America,Manufacturing
FMC Corp.,5,United States,North America,Chemicals
NextEra Energy Inc,8,United States,North America,Utilities
Fab Industries Inc.,1,United States,North America,Consumer Non-Durables
FCA International Ltd,12,Canada,North America,Other
Fairchild Industries Inc,3,United States,North America,Manufacturing
Fairmount Chemical Co Inc,5,United States,North America,Chemicals
Falcon Products Inc.,2,United States,North America,Consumer Durables
Familian Corp,9,United States,North America,Wholesale & Retail
Fansteel Inc/DE,3,United States,North America,Manufacturing
Farmland Industries Inc,1,United States,North America,Consumer Non-Durables
Farmland Foods Inc,1,United States,North America,Consumer Non-Durables
Fedders Corp.,3,United States,North America,Manufacturing
FedEx Corp.,12,United States,North America,Other
Federal-Mogul Holdings Corp,2,United States,North America,Consumer Durables
Federal National Mortgage Association,11,United States,North America,Finance
Federal Screw Works,3,United States,North America,Manufacturing
Federal Signal Corp.,2,United States,North America,Consumer Durables
Ferro Corp.,5,United States,North America,Chemicals
Ferrofluidics Corp,6,United States,North America,Business Equipment & Software
Fifth Dimension Inc,6,United States,North America,Business Equipment & Software
Fifth Third Bancorp,11,United States,North America,Finance
Scott Technologies Inc,10,United States,North America,Healthcare
Schawk Inc.,1,United States,North America,Consumer Non-Durables
Fingermatrix Inc,6,United States,North America,Business Equipment & Software
Interactive Data Holdings Corp,11,United States,North America,Finance
Firecom Inc,6,United States,North America,Business Equipment & Software
Regions Financial Corp,11,United States,North America,Finance
Inamed Corp,10,United States,North America,Healthcare
M&T Bank Corp,11,United States,North America,Finance
U.S. Bancorp,11,United States,North America,Finance
Fischer & Porter Co,6,United States,North America,Business Equipment & Software
FleetBoston Financial Corp.,11,United States,North America,Finance
Fleetwood Enterprises Inc.,2,United States,North America,Consumer Durables
Flexsteel Industries Inc,2,United States,North America,Consumer Durables
Flight Dynamics Inc,6,United States,North America,Business Equipment & Software
Floating Point Systems Inc,6,United States,North America,Business Equipment & Software
Florida Power & Light Co,8,United States,North America,Utilities
Florida Rock Industries Inc,3,United States,North America,Manufacturing
GRC International Inc,12,United States,North America,Other
Flow International Corp,3,United States,North America,Manufacturing
Fluke Corp,6,United States,North America,Business Equipment & Software
Fluor Corp,12,United States,North America,Other
Furon Co,3,United States,North America,Manufacturing
Fonar Corp,10,United States,North America,Healthcare
Foote Mineral Co,12,United States,North America,Other
Ford Motor Co,2,United States,North America,Consumer Durables
Forest Laboratories Inc,10,United States,North America,Healthcare
Swiss Army Brands Inc,9,United States,North America,Wholesale & Retail
L.B. Foster Company,9,United States,North America,Wholesale & Retail
Foster Wheeler AG,12,United Kingdom,Europe,Other
Franklin Electric Co Inc,3,United States,North America,Manufacturing
Freeport McMoran Inc,5,United States,North America,Chemicals
Frequency Electronics Inc.,6,United States,North America,Business Equipment & Software
Fujifilm Holdings Corp,3,Japan,Asia Pacific,Manufacturing
H.B. Fuller Co.,5,United States,North America,Chemicals
G&K Services Inc,9,United States,North America,Wholesale & Retail
GATX Corp.,12,United States,North America,Other
GST Laboratories Inc,11,United States,North America,Finance
GSW Inc,2,Canada,North America,Consumer Durables
GTE Corp,7,United States,North America,Telecommunication
GTE Products Corp,2,United States,North America,Consumer Durables
Galoob Toys Inc,1,United States,North America,Consumer Non-Durables
Gam Rad Inc,6,United States,North America,Business Equipment & Software
Gamma Biologicals Inc,10,United States,North America,Healthcare
Gandalf Technologies Inc,6,Canada,North America,Business Equipment & Software
